text,speaker
" Well, recognize that, you know, President George W. Bush is a great friend of ours, and we spent many wonderful days at the White House. I havent been there in the last seven years. I probably have to have a food-tester. (LAUGHTER) But at any rate, I didnt suggest that nothing be done. What I suggested to President Bush is to be Kennedy-esque, in the sense that when the Russians got ahead of us in the space race, what we did is use the bully pulpit to galvanize everybody, business, industry, academia behind a national goal to put a man on the moon and bring him back safely. I said, you can do the same kind of thing. Declare that within five to 10 years we will become petroleum independent. The moderate Arab states would have been so concerned about that, they would have turned over Osama bin Laden and anybody else you wanted on a silver platter within two weeks. There are smart ways to do things and there are muscular ways to do things. And sometimes you have to look at both of those to come up with the right solution. (CROSSTALK)",CARSON
  Governor Christie.,TAPPER
" Let me say this, Jake, is that while that may have been a fine idea that Dr. Carson had, these people were out to kill us. I stood in that region with my family, and every time a plane went overhead in the weeks after that, peoples heads jerked to the sky because they thought it was happening again. You do not need to go through subtle diplomacy at that point. That could be handled later on. What you need is a strong American leader who will take the steps that are necessary to protect our nation. Thats what I would do as commander-in-chief in this circumstance. And thats what President George W. Bush did in 2001.",CHRISTIE
 Dr. Carson?,TAPPER
" I have no argument with having a strong leader, and to be aggressive where aggression is needed. But it is not needed in every circumstance. There is a time when you can use your intellect to come up with other ways to do things. And I think thats what we have to start thinking about.",CARSON
 There is no question that a lot of these problems that we have been talking about in terms of the international situation is because we are weak. It is because our Navy is so small. It is because our Air Force is incapable of doing the same things that it did a few years ago. Its because our Marines Corps is not ready to be deployed.,CARSON
" Thank you, Dr. Carson.",TAPPER
" There are a lot of problems that are going on, and we need to solve those problems, we need to build up our military",CARSON
" Thank you, Dr. Carson.",TAPPER
" But radical terrorism cannot be solved by intellect. It cannot  they require  what they need, is they need an operating space. Thats what Afghanistan was for Al Qaida. It was a vacuum that they filled, and they created an operating space. Thats why they had to be drawn out of there. Thats why they had to be destroyed. It is the reason why ISIS has grown as well. We allowed them  we allowed a vacuum to emerge in Syria. They used it as an operating space to grow; and today theyre not just in Iraq and Syria anymore, theyre now in Libya, conducting operations in the Sinai. Theyre now in Afghanistan, trying to supplant the Taliban as the most powerful radical jihadist group on the ground there, as well. You cannot allow radical jihadists to have an operating safe haven anywhere in the world.",RUBIO
" Thank you, Senator. Governor Huckabee.",TAPPER
" Just today  just today, there was a new report that 50 different intelligence analysts have said that what they sent up the ladder was doctored by senior officials, so that they could give some happy talk to the situation that we face. I love the idea of a good intellectual capacity to deal with our enemies, but the fact is, if you dont have good intelligence that is reliable and honest, you wont have good intelligence and you cannot make good decisions. The next president is primarily elected not just to know things, but to know what to do with the things that he knows. And the most dangerous person in any room is the person who doesnt know what he doesnt know.",HUCKABEE
" Thank you, Governor.",TAPPER
" And the reason Barack Obama has been dangerous to this country and we better elect someone who had some executive experience, is because we cannot afford another eight years having a person in the office who doesnt know what he does not know.",HUCKABEE
" Thank you, governor, I want to turn to ISIS. Governor Walker (CROSSTALK)",TAPPER
 We just spent  we just spent the last 10 minutes,FIORINA
" Governor Walker, there is a big debate now, we have been talking about ISIS here and there in this discussion, there a big debate right now about wheth",TALKER
